trace,capacity,policy,misses,hit_rate,match_lru,match_blind_oracle,match_predictive_marker,predictor_fraction,fallback_fraction,tie_fraction,trust_coverage
data/example_atlas_v1.json,3,rest_v1,6,0.4,0.0,0.0,0.3333333333333333,1.0,0.0,,1.0
data/example_atlas_v1.json,3,atlas_v3,7,0.3,0.5,0.0,0.25,0.5,0.25,0.25,
data/example_atlas_v1.json,3,atlas_cga_v1,8,0.2,0.8,0.0,0.0,0.2,0.4,0.4,
data/example_atlas_v1.json,3,atlas_cga_v2,9,0.1,1.0,0.0,0.16666666666666666,0.0,0.5,0.5,
data/example_atlas_v1.json,3,lru,9,0.1,1.0,0.0,0.16666666666666666,,,,
data/example_atlas_v1.json,3,blind_oracle,8,0.2,0.0,1.0,0.0,,,,
data/example_atlas_v1.json,3,predictive_marker,7,0.3,0.25,0.0,1.0,,,,
data/example_atlas_v1.json,3,trust_and_doubt,6,0.4,0.0,0.0,0.3333333333333333,,,,
data/example_atlas_v1.json,3,blind_oracle_lru_combiner,8,0.2,0.0,1.0,0.0,,,,
data/example_atlas_v1.json,4,rest_v1,6,0.4,1.0,0.0,0.0,1.0,0.0,,1.0
data/example_atlas_v1.json,4,atlas_v3,6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,
data/example_atlas_v1.json,4,atlas_cga_v1,6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,
data/example_atlas_v1.json,4,atlas_cga_v2,6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,
data/example_atlas_v1.json,4,lru,6,0.4,1.0,0.0,0.0,,,,
data/example_atlas_v1.json,4,blind_oracle,7,0.3,0.0,1.0,0.0,,,,
data/example_atlas_v1.json,4,predictive_marker,5,0.5,0.0,0.0,1.0,,,,
data/example_atlas_v1.json,4,trust_and_doubt,5,0.5,0.0,0.0,1.0,,,,
data/example_atlas_v1.json,4,blind_oracle_lru_combiner,8,0.2,0.25,0.75,0.0,,,,
stress::predictor_good_lru_bad,2,rest_v1,7,0.3,0.6,0.2,0.6,1.0,0.0,,1.0
stress::predictor_good_lru_bad,2,atlas_v3,7,0.3,0.6,0.2,0.6,0.4,0.0,0.6,
stress::predictor_good_lru_bad,2,atlas_cga_v1,9,0.1,1.0,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,0.7142857142857143,
stress::predictor_good_lru_bad,2,atlas_cga_v2,9,0.1,1.0,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,0.7142857142857143,
stress::predictor_good_lru_bad,2,lru,9,0.1,1.0,0.2857142857142857,0.42857142857142855,,,,
stress::predictor_good_lru_bad,2,blind_oracle,9,0.1,0.2857142857142857,1.0,0.14285714285714285,,,,
stress::predictor_good_lru_bad,2,predictive_marker,8,0.2,0.5,0.16666666666666666,1.0,,,,
stress::predictor_good_lru_bad,2,trust_and_doubt,7,0.3,0.6,0.2,0.6,,,,
stress::predictor_good_lru_bad,2,blind_oracle_lru_combiner,10,0.0,0.75,0.5,0.25,,,,
stress::predictor_good_lru_bad,3,rest_v1,7,0.3,1.0,0.0,0.5,0.25,0.75,,0.25
stress::predictor_good_lru_bad,3,atlas_v3,7,0.3,1.0,0.0,0.5,0.0,0.0,1.0,
stress::predictor_good_lru_bad,3,atlas_cga_v1,7,0.3,1.0,0.0,0.5,0.0,0.0,1.0,
stress::predictor_good_lru_bad,3,atlas_cga_v2,7,0.3,1.0,0.0,0.5,0.0,0.0,1.0,
stress::predictor_good_lru_bad,3,lru,7,0.3,1.0,0.0,0.5,,,,
stress::predictor_good_lru_bad,3,blind_oracle,7,0.3,0.0,1.0,0.0,,,,
stress::predictor_good_lru_bad,3,predictive_marker,6,0.4,0.6666666666666666,0.0,1.0,,,,
stress::predictor_good_lru_bad,3,trust_and_doubt,6,0.4,0.3333333333333333,0.0,0.6666666666666666,,,,
stress::predictor_good_lru_bad,3,blind_oracle_lru_combiner,9,0.1,0.5,0.5,0.3333333333333333,,,,
stress::predictor_good_lru_bad,4,rest_v1,4,0.6,0.0,0.0,0.0,0.0,1.0,,0.0
stress::predictor_good_lru_bad,4,atlas_v3,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,
stress::predictor_good_lru_bad,4,atlas_cga_v1,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,
stress::predictor_good_lru_bad,4,atlas_cga_v2,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,
stress::predictor_good_lru_bad,4,lru,4,0.6,0.0,0.0,0.0,,,,
stress::predictor_good_lru_bad,4,blind_oracle,4,0.6,0.0,0.0,0.0,,,,
stress::predictor_good_lru_bad,4,predictive_marker,4,0.6,0.0,0.0,0.0,,,,
stress::predictor_good_lru_bad,4,trust_and_doubt,4,0.6,0.0,0.0,0.0,,,,
stress::predictor_good_lru_bad,4,blind_oracle_lru_combiner,4,0.6,0.0,0.0,0.0,,,,
stress::predictor_bad_lru_good,2,rest_v1,7,0.3,0.6,0.4,0.6,0.4,0.6,,0.4
stress::predictor_bad_lru_good,2,atlas_v3,9,0.1,0.0,1.0,0.0,0.5714285714285714,0.0,0.42857142857142855,
stress::predictor_bad_lru_good,2,atlas_cga_v1,6,0.4,1.0,0.0,1.0,0.0,1.0,0.0,
stress::predictor_bad_lru_good,2,atlas_cga_v2,6,0.4,0.75,0.25,0.75,0.25,0.75,0.0,
stress::predictor_bad_lru_good,2,lru,6,0.4,1.0,0.0,1.0,,,,
stress::predictor_bad_lru_good,2,blind_oracle,9,0.1,0.0,1.0,0.0,,,,
stress::predictor_bad_lru_good,2,predictive_marker,6,0.4,1.0,0.0,1.0,,,,
stress::predictor_bad_lru_good,2,trust_and_doubt,6,0.4,1.0,0.0,1.0,,,,
stress::predictor_bad_lru_good,2,blind_oracle_lru_combiner,7,0.3,0.6,0.4,0.6,,,,
stress::predictor_bad_lru_good,3,rest_v1,7,0.3,0.5,0.5,0.0,0.5,0.5,,0.5
stress::predictor_bad_lru_good,3,atlas_v3,8,0.2,0.0,1.0,0.0,0.6,0.0,0.4,
stress::predictor_bad_lru_good,3,atlas_cga_v1,6,0.4,1.0,0.0,0.0,0.0,1.0,0.0,
stress::predictor_bad_lru_good,3,atlas_cga_v2,6,0.4,1.0,0.0,0.0,0.0,1.0,0.0,
stress::predictor_bad_lru_good,3,lru,6,0.4,1.0,0.0,0.0,,,,
stress::predictor_bad_lru_good,3,blind_oracle,8,0.2,0.0,1.0,0.0,,,,
stress::predictor_bad_lru_good,3,predictive_marker,6,0.4,0.0,0.0,1.0,,,,
stress::predictor_bad_lru_good,3,trust_and_doubt,6,0.4,0.0,0.0,0.3333333333333333,,,,
stress::predictor_bad_lru_good,3,blind_oracle_lru_combiner,7,0.3,0.5,0.5,0.0,,,,
stress::predictor_bad_lru_good,4,rest_v1,7,0.3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.33333333333333337,,0.6666666666666666
stress::predictor_bad_lru_good,4,atlas_v3,7,0.3,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,
stress::predictor_bad_lru_good,4,atlas_cga_v1,6,0.4,1.0,0.0,0.5,0.0,1.0,0.0,
stress::predictor_bad_lru_good,4,atlas_cga_v2,6,0.4,1.0,0.0,0.5,0.0,1.0,0.0,
stress::predictor_bad_lru_good,4,lru,6,0.4,1.0,0.0,0.5,,,,
stress::predictor_bad_lru_good,4,blind_oracle,7,0.3,0.0,1.0,0.0,,,,
stress::predictor_bad_lru_good,4,predictive_marker,6,0.4,0.5,0.0,1.0,,,,
stress::predictor_bad_lru_good,4,trust_and_doubt,6,0.4,0.0,0.0,0.5,,,,
stress::predictor_bad_lru_good,4,blind_oracle_lru_combiner,7,0.3,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,,
stress::mixed_regime,2,rest_v1,8,0.2,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333334,0.16666666666666663,,0.8333333333333334
stress::mixed_regime,2,atlas_v3,8,0.2,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,
stress::mixed_regime,2,atlas_cga_v1,10,0.0,1.0,0.25,0.25,0.0,0.625,0.375,
stress::mixed_regime,2,atlas_cga_v2,10,0.0,1.0,0.25,0.25,0.0,0.625,0.375,
stress::mixed_regime,2,lru,10,0.0,1.0,0.25,0.25,,,,
stress::mixed_regime,2,blind_oracle,9,0.1,0.2857142857142857,1.0,0.14285714285714285,,,,
stress::mixed_regime,2,predictive_marker,9,0.1,0.2857142857142857,0.14285714285714285,1.0,,,,
stress::mixed_regime,2,trust_and_doubt,8,0.2,0.3333333333333333,0.3333333333333333,0.5,,,,
stress::mixed_regime,2,blind_oracle_lru_combiner,9,0.1,0.2857142857142857,1.0,0.14285714285714285,,,,
stress::mixed_regime,3,rest_v1,6,0.4,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,,1.0
stress::mixed_regime,3,atlas_v3,7,0.3,0.75,0.0,0.75,0.25,0.5,0.25,
stress::mixed_regime,3,atlas_cga_v1,7,0.3,1.0,0.0,0.75,0.0,0.75,0.25,
stress::mixed_regime,3,atlas_cga_v2,7,0.3,1.0,0.0,0.75,0.0,0.75,0.25,
stress::mixed_regime,3,lru,7,0.3,1.0,0.0,0.75,,,,
stress::mixed_regime,3,blind_oracle,6,0.4,0.0,1.0,0.0,,,,
stress::mixed_regime,3,predictive_marker,7,0.3,0.75,0.0,1.0,,,,
stress::mixed_regime,3,trust_and_doubt,6,0.4,0.3333333333333333,0.0,0.6666666666666666,,,,
stress::mixed_regime,3,blind_oracle_lru_combiner,7,0.3,0.25,0.75,0.25,,,,
stress::mixed_regime,4,rest_v1,4,0.6,0.0,0.0,0.0,0.0,1.0,,0.0
stress::mixed_regime,4,atlas_v3,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,
stress::mixed_regime,4,atlas_cga_v1,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,
stress::mixed_regime,4,atlas_cga_v2,4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,
stress::mixed_regime,4,lru,4,0.6,0.0,0.0,0.0,,,,
stress::mixed_regime,4,blind_oracle,4,0.6,0.0,0.0,0.0,,,,
stress::mixed_regime,4,predictive_marker,4,0.6,0.0,0.0,0.0,,,,
stress::mixed_regime,4,trust_and_doubt,4,0.6,0.0,0.0,0.0,,,,
stress::mixed_regime,4,blind_oracle_lru_combiner,4,0.6,0.0,0.0,0.0,,,,
stress::regime_shift,2,rest_v1,8,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.6666666666666667,,0.3333333333333333
stress::regime_shift,2,atlas_v3,10,0.16666666666666666,0.25,0.25,0.375,0.625,0.0,0.375,
stress::regime_shift,2,atlas_cga_v1,10,0.16666666666666666,1.0,0.5,0.375,0.0,0.375,0.625,
stress::regime_shift,2,atlas_cga_v2,10,0.16666666666666666,1.0,0.5,0.375,0.0,0.375,0.625,
stress::regime_shift,2,lru,10,0.16666666666666666,1.0,0.5,0.375,,,,
stress::regime_shift,2,blind_oracle,10,0.16666666666666666,0.5,1.0,0.0,,,,
stress::regime_shift,2,predictive_marker,9,0.25,0.42857142857142855,0.0,1.0,,,,
stress::regime_shift,2,trust_and_doubt,8,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,,,,
stress::regime_shift,2,blind_oracle_lru_combiner,10,0.16666666666666666,0.5,1.0,0.0,,,,
stress::regime_shift,3,rest_v1,6,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,,1.0
stress::regime_shift,3,atlas_v3,6,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,
stress::regime_shift,3,atlas_cga_v1,6,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,
stress::regime_shift,3,atlas_cga_v2,6,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,
stress::regime_shift,3,lru,6,0.5,1.0,0.0,0.3333333333333333,,,,
stress::regime_shift,3,blind_oracle,6,0.5,0.0,1.0,0.3333333333333333,,,,
stress::regime_shift,3,predictive_marker,6,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,
stress::regime_shift,3,trust_and_doubt,9,0.25,0.16666666666666666,0.0,0.16666666666666666,,,,
stress::regime_shift,3,blind_oracle_lru_combiner,6,0.5,0.0,1.0,0.3333333333333333,,,,
stress::regime_shift,4,rest_v1,6,0.5,0.5,0.5,0.5,1.0,0.0,,1.0
stress::regime_shift,4,atlas_v3,6,0.5,0.5,0.5,0.5,0.5,0.0,0.5,
stress::regime_shift,4,atlas_cga_v1,6,0.5,0.5,0.5,0.5,0.5,0.0,0.5,
stress::regime_shift,4,atlas_cga_v2,6,0.5,0.5,0.5,0.5,0.5,0.0,0.5,
stress::regime_shift,4,lru,6,0.5,1.0,0.0,0.0,,,,
stress::regime_shift,4,blind_oracle,6,0.5,0.0,1.0,0.5,,,,
stress::regime_shift,4,predictive_marker,7,0.4166666666666667,0.0,0.3333333333333333,1.0,,,,
stress::regime_shift,4,trust_and_doubt,9,0.25,0.0,0.0,0.2,,,,
stress::regime_shift,4,blind_oracle_lru_combiner,6,0.5,0.0,1.0,0.5,,,,
stress::confidence_miscalibrated,2,rest_v1,9,0.1,0.8571428571428571,0.0,0.42857142857142855,0.5714285714285714,0.4285714285714286,,0.5714285714285714
stress::confidence_miscalibrated,2,atlas_v3,10,0.0,1.0,0.25,0.25,0.0,0.375,0.625,
stress::confidence_miscalibrated,2,atlas_cga_v1,10,0.0,1.0,0.25,0.25,0.0,0.375,0.625,
stress::confidence_miscalibrated,2,atlas_cga_v2,10,0.0,1.0,0.25,0.25,0.0,0.375,0.625,
stress::confidence_miscalibrated,2,lru,10,0.0,1.0,0.25,0.25,,,,
stress::confidence_miscalibrated,2,blind_oracle,10,0.0,0.25,1.0,0.125,,,,
stress::confidence_miscalibrated,2,predictive_marker,7,0.3,0.4,0.2,1.0,,,,
stress::confidence_miscalibrated,2,trust_and_doubt,7,0.3,0.4,0.4,0.6,,,,
stress::confidence_miscalibrated,2,blind_oracle_lru_combiner,10,0.0,0.25,1.0,0.125,,,,
stress::confidence_miscalibrated,3,rest_v1,5,0.5,1.0,0.0,1.0,1.0,0.0,,1.0
stress::confidence_miscalibrated,3,atlas_v3,5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,
stress::confidence_miscalibrated,3,atlas_cga_v1,5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,
stress::confidence_miscalibrated,3,atlas_cga_v2,5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,
stress::confidence_miscalibrated,3,lru,5,0.5,1.0,0.0,1.0,,,,
stress::confidence_miscalibrated,3,blind_oracle,8,0.2,0.0,1.0,0.0,,,,
stress::confidence_miscalibrated,3,predictive_marker,5,0.5,1.0,0.0,1.0,,,,
stress::confidence_miscalibrated,3,trust_and_doubt,5,0.5,1.0,0.0,1.0,,,,
stress::confidence_miscalibrated,3,blind_oracle_lru_combiner,6,0.4,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,,
stress::confidence_miscalibrated,4,rest_v1,5,0.5,1.0,0.0,0.0,1.0,0.0,,1.0
stress::confidence_miscalibrated,4,atlas_v3,5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,
stress::confidence_miscalibrated,4,atlas_cga_v1,5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,
stress::confidence_miscalibrated,4,atlas_cga_v2,5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,
stress::confidence_miscalibrated,4,lru,5,0.5,1.0,0.0,0.0,,,,
stress::confidence_miscalibrated,4,blind_oracle,6,0.4,0.0,1.0,0.0,,,,
stress::confidence_miscalibrated,4,predictive_marker,5,0.5,0.0,0.0,1.0,,,,
stress::confidence_miscalibrated,4,trust_and_doubt,5,0.5,0.0,0.0,1.0,,,,
stress::confidence_miscalibrated,4,blind_oracle_lru_combiner,6,0.4,0.0,1.0,0.0,,,,
